Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Longitud,Latitud
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,756,4600,0,3,0,742,0,726,6827,-60.1731209454056,-35.4339385892588
BUENOS AIRES,25 de Mayo,Del Valle,6854020,181,0,0,0,10,1,0,0,192,-60.7316089512944,-35.8973453887603
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0,0,0,0,0,0,0,181,181,-60.0813577815069,-35.1643973648093
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0,782,0,496,16,0,0,185,1479,-59.7719327250509,-35.2727788695321
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0,0,0,0,0,0,0,6,6,-59.9880647932831,-35.4838272164734
BUENOS AIRES,25 de Mayo,Ernestina,6854030,75,0,0,0,0,0,0,0,75,-59.5575034078873,-35.2702340519789
BUENOS AIRES,25 de Mayo,Pedernales,6854070,154,0,0,25,21,0,0,7,207,-59.6306574695384,-35.2666085074294
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0,0,0,0,0,0,0,19,19,-60.9182929927645,-35.607730780146
BUENOS AIRES,9 de Julio,9 de Julio,6588100,4241,3556,80,6237,0,0,0,831,14945,-60.8843433362719,-35.4447435053964
BUENOS AIRES,9 de Julio,Dudignac,6588040,0,0,0,0,0,0,0,474,474,-60.7098962799094,-35.6511928511123
BUENOS AIRES,9 de Julio,Patricios,6588110,81,0,0,0,0,0,0,50,131,-60.7174384712323,-35.4395526972374
BUENOS AIRES,9 de Julio,Morea,6588080,0,0,0,0,0,0,0,130,130,-60.5605940553161,-35.5563880098445
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,766,0,1,1417,1,0,0,1066,3251,-62.7578962604015,-37.1774801030509
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0,0,0,390,0,2,0,14,406,-63.3385151506224,-36.7999468137731
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,0,0,1253,0,0,0,0,1253,-63.2442194943605,-37.1583546113813
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,0,0,208,0,0,0,0,208,-63.117609405389,-37.4486186469627
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,0,0,60,0,0,0,0,60,-63.2565950033782,-37.4544378016288
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,0,0,654,6,0,0,57,717,-60.415659383962,-37.9635021758562
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0,0,0,0,0,0,0,46,46,-60.484639770555,-37.8233871716044
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0,0,0,0,0,0,0,14,14,-60.1708487303777,-38.1766861391835
BUENOS AIRES,Alberti,Mechita,6021030,285,0,0,0,0,0,0,0,285,-60.4025971632697,-35.068013673391
BUENOS AIRES,Alberti,Coronel Seguí,6021020,0,0,0,0,0,0,0,5,5,-60.3939708823404,-34.8681189984321
BUENOS AIRES,Almirante Brown,Adrogué,6028010,86,9401,53,12087,2,1,0,26,21656,-58.3914677191541,-34.8015580737331
BUENOS AIRES,Almirante Brown,Burzaco,6028010,39,16741,35,12073,6,2,0,309,29205,-58.3986874871405,-34.8315415891783
BUENOS AIRES,Almirante Brown,Claypole,6028010,4,7725,3,3987,13,0,0,2,11734,-58.3447825531042,-34.8044759080477
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0,5756,0,0,0,0,0,1,5757,-58.3447457989957,-34.8210751643113
BUENOS AIRES,Almirante Brown,Glew,6028010,11,9257,10,12012,12,0,0,54,21356,-58.3818301842512,-34.8860114180413
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,7587,1,1606,2,0,0,1,9197,-58.3681475603787,-34.7851442510713
BUENOS AIRES,Almirante Brown,Longchamps,6028010,16,9496,20,8223,4,0,0,1,17760,-58.3891476922426,-34.8609450255718
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1,4902,3,787,2,0,0,1,5696,-58.4235610606239,-34.8189583169642
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,3,3650,4,4309,0,0,0,1,7967,-58.3616465427911,-34.8556895005541
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,9,10897,14,10093,178,0,0,340,21531,-58.350598184222,-34.7911367513318
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,3,4414,4,4746,127,0,0,2,9296,-58.3219363521574,-34.7866743578473
BUENOS AIRES,Almirante Brown,San Jose,6028010,2,9017,1,1166,0,3,0,1,10190,-58.3432771404358,-34.7673771924196
BUENOS AIRES,Arrecifes,Arrecifes,6077010,773,1286,12,6903,0,1,0,1325,10300,-60.1025564443537,-34.064591121211
BUENOS AIRES,Arrecifes,Todd,6077020,0,0,0,341,0,0,0,0,341,-60.1562270065746,-34.0328240475348
BUENOS AIRES,Arrecifes,Viña,6077030,50,0,0,0,0,0,0,30,80,-60.2263211205477,-33.9922765156087
BUENOS AIRES,Avellaneda,Avellaneda,6035010,903,8579,46,7418,72,8,0,79,17105,-58.3656990232718,-34.6626508059016
BUENOS AIRES,Avellaneda,Crucesita,6035010,1,4848,0,3050,2,0,0,0,7901,-58.3574544412345,-34.66910587351
BUENOS AIRES,Avellaneda,Dock Sud,6035010,11,632,0,1946,12,0,0,26,2627,-58.3411774769137,-34.6491266928534
BUENOS AIRES,Avellaneda,Gerli,6035010,3,5769,0,4915,0,0,0,0,10687,-58.3726025503412,-34.6847637540553
BUENOS AIRES,Avellaneda,Pineyro,6035010,9,5734,1,2738,0,0,0,0,8482,-58.3886029123689,-34.6685497926645
BUENOS AIRES,Avellaneda,Sarandí,6035010,703,9600,60,13834,4,1,0,1,24203,-58.348101313379,-34.6843716640855
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,15,8495,2,7630,11,0,0,600,16753,-58.3363602646664,-34.6986315148924
BUENOS AIRES,Avellaneda,Wilde,6035010,330,12072,62,16730,8,0,0,100,29302,-58.3218349208501,-34.7061588356333
BUENOS AIRES,Ayacucho,Ayacucho,6042010,1834,0,2,0,0,0,0,142,1978,-58.4895476662462,-37.1536695670417
BUENOS AIRES,Ayacucho,La Constancia,6042020,0,0,0,0,0,0,0,10,10,-58.7603890048806,-37.2286256057071
BUENOS AIRES,Ayacucho,Solanet,6042030,0,0,0,0,0,0,0,27,27,-58.5071421689017,-36.8444984439739
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0,0,0,0,0,1,0,46,47,-58.5333344196536,-36.5637513540211
BUENOS AIRES,Azul,Azul,6049020,1692,14796,48,77,14,2,0,1145,17774,-59.8586331707414,-36.7795144970313
BUENOS AIRES,Azul,Cacharí,6049030,0,0,2,0,0,0,0,521,523,-59.5030645507265,-36.3805626332947
BUENOS AIRES,Azul,Chillar,6049040,0,0,0,0,0,1,0,565,566,-59.9853181679139,-37.3150113247344
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,3774,104843,388,14178,64,8,0,2764,126019,-62.2569089501864,-38.7114037284555
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,0,193,4,210,2,0,0,66,475,-61.8926015349487,-38.4838572081944
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0,0,0,1,0,3,0,0,4,-62.262951248824,-38.7794670416666
BUENOS AIRES,Balcarce,Balcarce,6063010,1347,11787,36,45,9,0,0,883,14107,-58.2551665841248,-37.8482779294345
BUENOS AIRES,Balcarce,Los Pinos,6063020,0,0,0,0,9,0,0,30,39,-58.3225920150442,-37.9412057603
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,0,0,15,0,0,0,107,122,-58.7461862359423,-37.6254980210026
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0,0,0,0,0,0,0,8,8,-58.3407185507274,-37.5426353712017
BUENOS AIRES,Balcarce,San Agustín,6063050,0,0,0,0,3,0,0,72,75,-58.355377761682,-38.0122838564587
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0,0,0,0,0,0,0,42,42,-57.9806008736401,-37.8596285282151
BUENOS AIRES,Baradero,Baradero,6070010,1172,7356,0,10,0,2,0,827,9367,-59.5043068852807,-33.8128781547156
BUENOS AIRES,Baradero,Irineo Portela,6070020,0,0,0,1,0,0,0,78,79,-59.6715601606315,-33.9810489198561
BUENOS AIRES,Baradero,Santa Coloma,6070030,0,0,0,0,0,0,0,55,55,-59.5585420642846,-34.062154134736
BUENOS AIRES,Benito Juárez,Barker,6084010,0,0,1,10,0,2,0,70,83,-59.3889380312927,-37.6424111302365
BUENOS AIRES,Benito Juárez,López,6084030,0,0,0,4,0,0,0,12,16,-59.6278461536299,-37.5545120854221
BUENOS AIRES,Berazategui,Berazategui,6091010,247,16915,38,29584,15,4,0,49,46852,-58.2019645234278,-34.7597493264937
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,16,130,0,15808,0,0,0,0,15954,-58.2415010261207,-34.7804201858899
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,1,1429,0,1904,0,0,0,0,3334,-58.2188212494897,-34.8021192214631
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,1349,2061,0,672,0,0,0,16,4098,-58.1966995021239,-34.9067557072114
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,74,6085,2,9798,1,0,0,0,15960,-58.1439692638183,-34.7897594857633
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,94,2042,2,5666,0,0,0,90,7894,-58.1819061125702,-34.8348420760566
BUENOS AIRES,Berazategui,Pereyra,6091010,0,245,1,431,0,0,0,0,677,-58.1392765205344,-34.8471945391094
BUENOS AIRES,Berazategui,Plátanos,6091010,0,1828,0,2320,1,0,0,0,4149,-58.1652686003148,-34.7674201820877
BUENOS AIRES,Berazategui,Ranelagh,6091010,10,2942,13,7750,0,1,0,0,10716,-58.1989815634425,-34.7941468501172
BUENOS AIRES,Berazategui,Villa España,6091010,1,1115,0,2342,0,0,0,0,3458,-58.2002532983623,-34.776063416904
BUENOS AIRES,Berisso,Berisso,6098010,3116,14349,21,7668,6,0,0,413,25573,-57.8947472316799,-34.8746353679645
BUENOS AIRES,Berisso,Villa Nueva,6098010,0,0,0,132,0,0,0,250,382,-57.9108816644737,-34.8957079362353
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,0,0,0,132,0,0,0,250,382,-57.8853552505795,-34.9293102150655
BUENOS AIRES,Berisso,Villa Arguello,6098010,0,0,0,132,0,0,0,250,382,-57.9180815078165,-34.9053981881099
BUENOS AIRES,Berisso,Villa Progreso,6098010,0,0,0,132,0,0,0,250,382,-57.8468799885622,-34.9308766123633
BUENOS AIRES,Bolívar,Pirovano,6105050,0,0,0,0,50,0,0,45,95,-61.5545516558692,-36.5109170215402
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0,0,5,2,0,0,0,71,78,-61.4191160192421,-36.4329292363695
BUENOS AIRES,Bolívar,Hale,6105010,10,0,0,0,0,0,0,0,10,-60.8534495072374,-36.0010429767568
BUENOS AIRES,Bragado,Bragado,6112010,500,3281,10,241,0,0,0,212,4244,-60.4879147568209,-35.118942299763
BUENOS AIRES,Bragado,General O'Brien,6112030,321,0,0,83,0,0,0,36,440,-60.7597838238054,-34.9067979091956
BUENOS AIRES,Bragado,Irala,6112040,0,2,0,0,0,0,0,22,24,-60.6916912010278,-34.7718230311122
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,10,8,0,0,0,0,0,8,26,-60.4084937925362,-35.0699378566803
BUENOS AIRES,Bragado,Warnes,6112090,135,0,0,0,9,0,0,7,151,-60.5381681629003,-34.9098734445057
BUENOS AIRES,Bragado,Comodoro Py,6112020,0,0,0,220,0,0,0,2,222,-60.5217314911689,-35.3233100374631
BUENOS AIRES,Bragado,Olascoaga,6112080,0,0,0,0,0,0,0,40,40,-60.6115341696178,-35.2375277927366
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,1250,420,1,3377,1,0,0,1208,6257,-58.2373529446643,-35.1690983002919
BUENOS AIRES,Brandsen,Jeppener,6119070,815,0,0,2,0,0,0,0,817,-58.1996649431989,-35.2802043920968
BUENOS AIRES,Campana,Campana,6126030,990,18544,1,11492,18,3,0,44,31092,-58.9588741035355,-34.1639618118269
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0,56,0,0,0,0,0,0,56,-58.8911906524052,-34.2816770641806
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0,0,0,227,0,0,0,41,268,-58.9784574815339,-34.3160243688815
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0,0,0,0,0,0,0,60,60,-58.9584400368589,-34.2530406367633
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,102,896,7,0,0,0,0,41,1046,-58.6749430768989,-34.9793768508134
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0,0,0,200,0,0,0,0,200,-58.8632420603475,-35.0742486164225
BUENOS AIRES,Cañuelas,Cañuelas,6134030,909,5291,30,2419,0,1,0,526,9176,-58.7583856965375,-35.0527140350539
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0,2536,0,1,0,0,0,270,2807,-58.6143957995956,-34.9364563092157
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0,0,0,0,0,2,0,233,235,-58.7308918275978,-34.9611839371811
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,63,0,0,686,0,0,0,141,890,-58.8904871463421,-35.1227364407356
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,175,0,2,0,0,0,0,25,202,-58.6504979594296,-34.9653526702416
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0,0,0,0,0,0,0,48,48,-58.6143957995956,-34.9364563092157
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0,0,0,1,0,0,0,20,21,-58.5943053657455,-35.3003271130454
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,144,4173,0,84,0,0,0,89,4490,-59.789349139091,-34.1723674255219
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0,0,0,0,0,0,0,44,44,-59.9240058312679,-34.1285572110784
BUENOS AIRES,Carlos Casares,Cadret,6147020,0,0,0,0,1,0,0,48,49,-61.3353879836968,-35.7727531397053
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,1167,1,7,2870,0,0,0,2461,6506,-61.3653159121918,-35.623543502046
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0,0,0,0,0,0,0,1,1,-61.1702865161871,-35.7003907357414
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0,0,0,0,0,0,0,161,161,-61.4930734927677,-35.4774725641963
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0,0,0,0,0,0,0,44,44,-61.5066664301675,-35.6740915009624
BUENOS AIRES,Carlos Casares,Smith,6147100,0,0,0,0,0,0,0,190,190,-61.5937811081594,-35.4946290260766
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0,0,0,0,0,0,0,47,47,-61.5244457086778,-35.583017649873
BUENOS AIRES,Carlos Casares,Bellocq,6147010,0,0,1,0,0,0,0,0,1,-61.5312630222769,-35.9189705554631
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,12,1263,1,68,0,0,0,499,1843,-62.4193023144118,-35.3925733302196
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0,0,0,0,0,0,0,81,81,-62.7252382146864,-35.4388157700903
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0,0,0,0,0,0,0,16,16,-62.1924372294866,-35.6403503028113
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0,0,0,0,0,0,0,61,61,-62.2246532791856,-35.3477615165229
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,322,1769,5,8,1,0,0,1045,3150,-59.8229019801033,-34.3776987251735
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0,0,0,0,0,0,0,31,31,-59.8029737383366,-34.4951191416005
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0,0,0,0,0,0,0,107,107,-60.0008697422009,-34.4664778301466
BUENOS AIRES,Castelli,Castelli,6168010,52,1109,0,1121,0,2,0,28,2312,-57.8071801619355,-36.091694119436
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0,0,0,46,0,0,0,3,49,-57.8235422591576,-36.0570621940227
BUENOS AIRES,Chacabuco,Castilla,6210010,0,0,0,0,0,0,0,274,274,-59.9005194580559,-34.6131247014799
BUENOS AIRES,Chacabuco,Chacabuco,6210020,1334,10136,15,1923,0,0,0,130,13538,-60.4701843504346,-34.6429843999409
BUENOS AIRES,Chacabuco,O'Higgins,6210040,260,0,0,220,0,0,0,12,492,-60.6986325840689,-34.5854707868254
BUENOS AIRES,Chacabuco,Rawson,6210050,59,0,0,383,0,0,0,134,576,-60.0677106761007,-34.6086374337309
BUENOS AIRES,Chascomús,Chascomús,6217010,1847,7930,79,1168,0,1,0,0,11025,-58.0005532563664,-35.5743009068199
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0,0,0,132,0,0,0,0,132,-58.0013258753826,-35.5466815668936
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2031,8936,117,3919,1,1,0,5530,20535,-60.0188841030321,-34.8980163772726
BUENOS AIRES,Chivilcoy,La Rica,6224040,39,0,0,0,2,0,0,97,138,-59.8639302070489,-34.9739189538858
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0,338,0,563,0,0,0,30,931,-59.7745302971612,-35.0926582854313
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,3,0,0,0,0,0,0,77,80,-59.9236682591744,-35.0858455213162
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,3,0,0,0,0,0,0,49,52,-59.7018597369347,-34.9443783815263
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,55,0,0,0,0,0,0,2,57,-59.8646671984292,-34.839127302807
BUENOS AIRES,Chivilcoy,Benitez,6224005,0,0,0,0,0,0,0,19,19,-60.1236385563996,-34.9660329017519
BUENOS AIRES,Chivilcoy,Emilio Ayarza,6224020,0,0,0,0,0,0,0,5,5,-60.0392314192743,-34.746060108407
BUENOS AIRES,Colón,Colón,6175010,4051,1777,0,4677,0,0,0,20,10525,-61.099560506382,-33.8978633606345
BUENOS AIRES,Colón,Sarasa,6175040,0,0,0,0,0,0,0,14,14,-61.2019040914739,-34.0523353092344
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,0,0,0,0,0,1,0,0,1,-61.5471990087107,-38.9961963948629
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0,0,0,0,0,0,0,42,42,-62.1195194756714,-38.7839402799391
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0,0,0,25,0,0,0,53,78,-61.9209671020508,-38.7647705078125
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,6182030,0,0,0,101,0,0,0,0,101,-62.1164752039925,-38.8532242630709
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,204,1370,3,9,0,0,0,32,1618,-61.2884948879698,-38.7166239148323
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0,0,0,607,0,0,0,48,655,-60.6092238150829,-38.7388491145692
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0,0,0,402,0,0,0,0,402,-60.5329774471942,-38.9224906889726
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0,0,1,24,0,0,0,3,28,-60.8866340266383,-38.3293770967784
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,691,2640,84,1613,0,0,0,785,5813,-61.9317530113989,-37.4596224938744
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0,0,1,1630,0,0,0,536,2167,-61.9297529087938,-37.0622288209544
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0,0,0,0,0,0,0,71,71,-62.1602259170472,-37.2234351404125
BUENOS AIRES,Coronel Suárez,San José,6203070,0,61,0,795,0,0,0,0,856,-61.9211473085303,-37.5077480260109
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0,25,0,516,0,0,0,0,541,-61.872634363442,-37.5565856774998
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,0,76,0,648,0,0,0,0,724,-61.9252761219778,-37.4891036510029
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0,104,0,127,0,0,0,0,231,-61.7885553500206,-38.1345025284944
BUENOS AIRES,Daireaux,Daireaux,6231030,226,0,0,0,194,50,0,339,809,-61.7450132654369,-36.6001749213746
BUENOS AIRES,Daireaux,Salazar,6231060,0,0,0,0,0,0,0,79,79,-62.2003365899,-36.307117163487
BUENOS AIRES,Dolores,Dolores,6238010,1045,10797,1,531,0,0,325,0,12699,-57.6752657333964,-36.3161215739926
BUENOS AIRES,Dolores,Sevigne,6238020,0,0,0,0,0,0,0,1,1,-57.7413707296745,-36.2067284269712
BUENOS AIRES,Ensenada,Ensenada,6245010,1196,11898,16,2927,6,0,0,2092,18135,-57.9214379246659,-34.8679770208454
BUENOS AIRES,Ensenada,Villa Catela,6245010,0,0,0,0,0,0,0,7,7,-57.9511290255284,-34.884600148052
BUENOS AIRES,Escobar,Belen de Escobar,6252010,1614,16844,21,11953,382,1,0,99,30914,-58.7832526742638,-34.3516704130246
BUENOS AIRES,Escobar,Garín,6252010,3596,10274,3,4713,61,1,0,11,18659,-58.7361732596546,-34.428785229178
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,437,4278,3,4051,1,0,0,300,9070,-58.7303342412363,-34.3790006332322
BUENOS AIRES,Escobar,Loma Verde,6252010,0,0,0,1278,0,0,0,0,1278,-58.8506997728362,-34.3285234890863
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,204,5031,0,131,2,0,0,14,5382,-58.7629458829717,-34.3964888336318
BUENOS AIRES,Escobar,Matheu,6252010,795,2723,2,51,16,1,0,58,3646,-58.8402291878847,-34.3688779666182
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,54,7100,6,12,1,0,0,153,7326,-58.4902923509723,-34.7565075768115
BUENOS AIRES,Esteban Echeverría,Canning,6260010,2,4022,0,1173,1,0,0,60,5258,-58.4778099372334,-34.8849791351051
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,0,5830,0,4,2,1,0,89,5926,-58.494869419897,-34.8304505041023
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3,7690,2,1810,1,0,0,77,9583,-58.4530964052639,-34.800196435999
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,60,27712,57,28477,9,3,0,662,56980,-58.4726947603508,-34.8191368630736
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,2,0,0,0,0,0,0,341,343,-58.5521650062885,-34.8128216283518
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0,0,0,0,0,0,0,164,164,-59.1094149717708,-34.3363786908945
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,0,7649,2,0,0,2,0,31,7684,-58.9885651588167,-34.3300736993853
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,0,0,0,0,0,0,0,5,5,-59.0759905460338,-34.3273003551547
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,1150,0,0,1906,0,0,0,164,3220,-59.0310010709452,-34.3581118951493
BUENOS AIRES,Exaltación de la Cruz,El Remanso,6266030,397,0,0,335,0,0,0,43,775,-59.086281182388,-34.4149477393736
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,190,0,2,7,0,1,0,0,200,-58.5521650062885,-34.8128216283518
BUENOS AIRES,Ezeiza,Canning,6270010,58,1894,1,1258,1,0,0,79,3291,-58.5087006002723,-34.8962283957338
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,23,4726,2,1977,0,1,0,1,6730,-58.5780017334776,-34.9338489869515
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,38,12953,13,13653,0,2,0,91,26750,-58.5195521653909,-34.8536100103068
BUENOS AIRES,Ezeiza,La Unión,6270010,0,8420,1,836,0,2,0,0,9259,-58.5558695462288,-34.8503859677023
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,34,10010,5,5319,0,0,0,3,15371,-58.5700335845498,-34.8851527149847
BUENOS AIRES,Florencio Varela,Bosques,6274010,0,6917,3,6282,13,0,0,266,13481,-58.2229120039488,-34.827580702831
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,3,2289,4,4587,0,0,0,0,6883,-58.2426532633495,-34.812285887223
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,314,16290,28,31612,233,2,0,810,49289,-58.2748588953342,-34.7960544308506
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,0,7005,5,2496,0,0,0,0,9506,-58.3082334245906,-34.8152397261388
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,424,5318,0,2018,3,0,0,0,7763,-58.2110437322304,-34.8648075260046
BUENOS AIRES,Florencio Varela,La Capilla,6274010,0,0,0,3,0,0,0,0,3,-58.2632550914349,-34.9437330109546
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,0,514,0,312,0,0,0,0,826,-58.2898092496787,-34.8790424725562
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,0,891,0,305,0,0,0,0,1196,-58.2553232274346,-34.8627929258513
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,3,3339,1,373,0,0,0,0,3716,-58.2888899071764,-34.8380276482598
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,4,3860,0,4009,0,0,0,0,7873,-58.2635239901185,-34.8303193176345
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,0,0,0,0,0,1,0,5,6,-62.4786821321875,-34.6356616332748
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,58,0,0,329,0,0,0,0,387,-62.4671575805384,-34.846677699169
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030,0,0,0,0,0,0,0,2,2,-62.2174229886622,-34.9522292183733
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,0,0,3,930,0,1,0,32,966,-57.8415353121543,-38.1119335118514
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,0,0,1,0,0,0,0,142,143,-57.9920393065731,-38.3446881533109
BUENOS AIRES,General Alvarado,Mechongué,6280030,256,0,0,0,0,0,0,3,259,-58.2230121065801,-38.1486545138318
BUENOS AIRES,General Alvarado,Miramar,6280040,4318,1613,71,239,2,2,0,960,7205,-57.8404714577536,-38.2707429318083
BUENOS AIRES,General Arenales,Arribeños,6294010,218,401,1,291,16,0,0,274,1201,-61.3548577979495,-34.2101542565966
BUENOS AIRES,General Arenales,Ascensión,6294020,1200,395,0,0,250,0,0,140,1985,-61.103613881133,-34.2368758979793
BUENOS AIRES,General Arenales,Ferré,6294040,0,152,0,391,0,0,0,383,926,-61.132654886464,-34.1250383813873
BUENOS AIRES,General Arenales,General Arenales,6294050,0,863,1,439,0,0,0,367,1670,-61.3056277788216,-34.3044679711077
BUENOS AIRES,General Arenales,La Angelita,6294060,26,0,0,0,2,0,0,73,101,-60.9685988224111,-34.2608740726731
BUENOS AIRES,General Arenales,La Trinidad,6294070,0,15,0,2,0,0,0,114,131,-61.1317020714357,-34.1068549430168
